Date;Price;Open;High;Low;Vol.;Change %
Apr 16, 2018;2143.67;2156.28;2179.75;2141.17;-;-1.45%
Apr 13, 2018;2175.16;2210.02;2219.10;2167.90;-;-1.58%
Apr 12, 2018;2210.05;2206.94;2220.83;2173.60;-;0.82%
Apr 11, 2018;2192.15;2172.45;2231.26;2157.92;-;0.85%
Apr 10, 2018;2173.76;2090.73;2199.44;2083.30;-;3.96%
Apr 09, 2018;2090.88;2272.40;2272.40;2065.32;-;-8.34%
Apr 06, 2018;2281.23;2286.35;2293.99;2274.91;-;-0.65%
Apr 05, 2018;2296.25;2270.16;2297.69;2270.16;-;1.35%
Apr 04, 2018;2265.60;2264.74;2273.53;2248.48;-;0.08%
Apr 03, 2018;2263.85;2259.80;2264.07;2245.83;-;0.32%
Apr 02, 2018;2256.64;2271.91;2294.08;2256.64;-;-0.63%
Mar 30, 2018;2270.98;2278.94;2281.54;2270.98;-;-0.16%
Mar 29, 2018;2274.62;2251.61;2274.62;2251.61;-;1.13%
Mar 28, 2018;2249.23;2260.18;2260.18;2241.07;-;-0.59%
Mar 27, 2018;2262.50;2248.11;2271.62;2243.08;-;0.97%
Mar 26, 2018;2240.85;2285.15;2285.15;2240.85;-;-1.95%
Mar 23, 2018;2285.53;2272.32;2288.15;2259.78;-;-0.01%
Mar 22, 2018;2285.76;2311.31;2317.38;2279.63;-;-1.02%
Mar 21, 2018;2309.36;2292.74;2316.08;2290.18;-;0.79%
Mar 20, 2018;2291.18;2281.53;2293.85;2263.48;-;0.41%
Mar 19, 2018;2281.72;2299.01;2302.78;2279.50;-;-0.56%
Mar 16, 2018;2294.60;2273.51;2294.60;2255.95;-;0.97%
Mar 15, 2018;2272.49;2275.06;2284.79;2262.21;-;-0.12%
Mar 14, 2018;2275.24;2316.60;2316.60;2275.24;-;-1.90%
Mar 13, 2018;2319.38;2315.24;2326.06;2305.25;-;0.06%
Mar 12, 2018;2318.01;2317.19;2326.41;2309.60;-;0.27%
Mar 09, 2018;2311.69;2290.77;2311.69;2286.23;-;0.89%
Mar 07, 2018;2291.23;2299.38;2299.38;2269.90;-;-0.52%
Mar 06, 2018;2303.32;2312.60;2325.16;2302.11;-;-0.27%
Mar 05, 2018;2309.53;2291.90;2317.01;2291.90;-;0.90%
Mar 02, 2018;2288.84;2295.15;2301.77;2263.77;-;-0.39%
Mar 01, 2018;2297.90;2286.41;2306.51;2281.22;-;0.05%
Feb 28, 2018;2296.80;2338.26;2338.26;2296.80;-;-1.93%
Feb 27, 2018;2341.89;2356.75;2357.10;2333.38;-;-0.48%
Feb 26, 2018;2353.16;2353.89;2376.96;2346.73;-;0.70%
Feb 22, 2018;2336.82;2316.09;2336.82;2307.28;-;0.71%
Feb 21, 2018;2320.32;2268.27;2320.32;2265.85;-;2.21%
Feb 20, 2018;2270.12;2256.01;2271.37;2254.92;-;0.67%
Feb 19, 2018;2254.92;2255.37;2266.89;2251.18;-;-0.02%
Feb 16, 2018;2255.27;2266.42;2283.65;2248.30;-;-0.45%
Feb 15, 2018;2265.45;2267.82;2280.27;2265.45;-;0.33%
Feb 14, 2018;2257.95;2252.95;2259.06;2232.96;-;0.33%
Feb 13, 2018;2250.63;2225.71;2250.63;2220.69;-;1.37%
Feb 12, 2018;2220.12;2208.98;2229.81;2206.28;-;1.05%
Feb 09, 2018;2197.12;2209.67;2217.89;2181.96;-;-1.35%
Feb 08, 2018;2227.24;2248.98;2259.40;2227.24;-;-1.22%
Feb 07, 2018;2254.64;2247.99;2267.35;2247.99;-;0.73%
Feb 06, 2018;2238.24;2233.31;2258.79;2222.85;-;-1.70%
Feb 05, 2018;2276.85;2272.67;2281.97;2255.43;-;-0.22%
Feb 02, 2018;2281.84;2303.06;2309.60;2272.84;-;-0.90%
Feb 01, 2018;2302.57;2292.22;2313.21;2288.31;-;0.55%
Jan 31, 2018;2289.99;2278.83;2295.88;2266.95;-;0.42%
Jan 30, 2018;2280.36;2276.37;2301.98;2264.16;-;-0.17%
Jan 29, 2018;2284.27;2295.34;2303.49;2280.92;-;-0.48%
Jan 26, 2018;2295.26;2317.15;2317.15;2281.71;-;-1.07%
Jan 25, 2018;2320.03;2311.56;2328.48;2307.62;-;0.57%
Jan 24, 2018;2306.99;2297.69;2306.99;2283.20;-;0.35%
Jan 23, 2018;2298.95;2311.99;2315.77;2281.52;-;-0.42%
Jan 22, 2018;2308.61;2286.04;2308.61;2285.32;-;0.97%
Jan 19, 2018;2286.33;2298.07;2306.79;2273.24;-;-0.48%
Jan 18, 2018;2297.47;2279.34;2299.64;2279.34;-;0.86%
Jan 17, 2018;2277.89;2250.71;2277.89;2231.70;-;0.89%
Jan 16, 2018;2257.89;2262.09;2265.64;2232.92;-;-0.16%
Jan 15, 2018;2261.53;2268.01;2280.17;2259.66;-;-0.04%
Jan 12, 2018;2262.38;2245.70;2262.38;2234.42;-;0.71%
Jan 11, 2018;2246.45;2232.19;2246.82;2221.61;-;0.64%
Jan 10, 2018;2232.27;2227.33;2233.63;2213.77;-;0.31%
Jan 09, 2018;2225.39;2211.40;2242.87;2211.40;-;0.81%
Jan 05, 2018;2207.41;2196.69;2207.41;2188.35;-;0.45%
Jan 04, 2018;2197.60;2153.87;2197.60;2153.87;-;2.07%
Jan 03, 2018;2152.97;2111.24;2152.97;2111.24;-;2.05%
Dec 29, 2017;2109.74;2102.81;2110.90;2091.93;-;0.33%
Dec 28, 2017;2102.89;2105.98;2106.25;2088.67;-;-0.16%
Dec 27, 2017;2106.17;2099.09;2108.74;2091.94;-;0.44%
Dec 26, 2017;2097.03;2105.51;2107.48;2086.61;-;-0.38%
Dec 25, 2017;2105.06;2109.38;2115.68;2100.76;-;0.10%
Dec 22, 2017;2102.94;2095.56;2109.44;2089.60;-;0.46%
Dec 21, 2017;2093.38;2101.23;2103.62;2082.29;-;-0.46%
Dec 20, 2017;2102.97;2116.97;2120.57;2101.93;-;-0.72%
Dec 19, 2017;2118.16;2133.93;2139.27;2112.99;-;-0.77%
Dec 18, 2017;2134.58;2144.92;2155.92;2122.05;-;-0.44%
Dec 15, 2017;2143.99;2151.23;2151.23;2135.85;-;-0.39%
Dec 14, 2017;2152.41;2132.54;2152.41;2127.74;-;0.96%
Dec 13, 2017;2131.94;2152.39;2158.25;2127.10;-;-1.33%
Dec 12, 2017;2160.75;2151.96;2160.75;2142.06;-;0.57%
Dec 11, 2017;2148.60;2104.62;2148.60;2104.62;-;2.07%
Dec 08, 2017;2104.99;2106.38;2118.71;2097.29;-;0.09%
Dec 07, 2017;2103.15;2120.80;2120.83;2100.87;-;-0.99%
Dec 06, 2017;2124.12;2110.80;2126.16;2102.90;-;0.49%
Dec 05, 2017;2113.69;2117.70;2117.70;2099.77;-;-0.27%
Dec 04, 2017;2119.42;2104.90;2123.08;2087.37;-;0.64%
Dec 01, 2017;2105.99;2102.54;2109.33;2091.89;-;0.26%
Nov 30, 2017;2100.62;2121.93;2123.18;2092.20;-;-1.10%
Nov 29, 2017;2124.08;2148.95;2150.88;2120.24;-;-1.18%
Nov 28, 2017;2149.45;2144.53;2149.45;2126.06;-;0.17%
Nov 27, 2017;2145.87;2159.02;2164.32;2139.12;-;-0.71%
Nov 24, 2017;2161.17;2148.59;2163.61;2144.62;-;0.59%
Nov 23, 2017;2148.56;2159.88;2160.64;2143.06;-;-0.54%
Nov 22, 2017;2160.16;2158.33;2168.01;2151.30;-;0.20%
Nov 21, 2017;2155.82;2132.50;2155.82;2132.50;-;1.19%
Nov 20, 2017;2130.39;2132.40;2139.91;2123.76;-;-0.07%
Nov 17, 2017;2131.91;2135.58;2139.43;2127.95;-;-0.03%
Nov 16, 2017;2132.65;2135.18;2147.83;2112.20;-;0.04%
Nov 15, 2017;2131.75;2159.83;2162.41;2131.75;-;-1.62%
Nov 14, 2017;2166.83;2166.11;2185.56;2166.11;-;-0.04%
Nov 13, 2017;2167.63;2169.85;2191.71;2167.63;-;-0.08%
Nov 10, 2017;2169.26;2184.64;2190.56;2166.68;-;-0.66%
Nov 09, 2017;2183.61;2162.00;2183.61;2156.48;-;0.95%
Nov 08, 2017;2163.01;2155.21;2178.42;2144.98;-;0.35%
Nov 07, 2017;2155.55;2092.78;2155.55;2092.78;-;3.57%
Nov 03, 2017;2081.15;2073.17;2096.04;2073.17;-;0.39%
Nov 02, 2017;2073.04;2080.53;2080.53;2065.69;-;-0.47%
Nov 01, 2017;2082.73;2070.68;2089.83;2068.26;-;0.89%
Oct 31, 2017;2064.31;2066.10;2079.28;2064.31;-;-0.05%
Oct 30, 2017;2065.25;2069.45;2076.96;2064.74;-;-0.17%
Oct 27, 2017;2068.76;2050.35;2068.76;2050.35;-;1.08%
Oct 26, 2017;2046.69;2049.66;2053.53;2038.26;-;-0.14%
Oct 25, 2017;2049.48;2063.20;2073.44;2048.78;-;-0.60%
Oct 24, 2017;2061.79;2064.07;2066.21;2057.69;-;-0.10%
Oct 23, 2017;2063.81;2073.55;2078.59;2060.43;-;-0.39%
Oct 20, 2017;2071.83;2076.29;2079.64;2067.91;-;-0.04%
Oct 19, 2017;2072.73;2094.56;2099.66;2071.60;-;-1.03%
Oct 18, 2017;2094.40;2091.40;2101.35;2086.45;-;0.09%
Oct 17, 2017;2092.57;2105.74;2106.49;2086.41;-;-0.66%
Oct 16, 2017;2106.39;2102.25;2106.39;2098.07;-;0.36%
Oct 13, 2017;2098.77;2094.94;2105.64;2092.40;-;0.18%
Oct 12, 2017;2094.96;2101.33;2101.33;2090.86;-;-0.29%
Oct 11, 2017;2101.07;2087.47;2103.29;2087.07;-;0.68%
Oct 10, 2017;2086.91;2096.35;2096.35;2084.49;-;-0.45%
Oct 09, 2017;2096.29;2094.16;2100.29;2086.74;-;0.12%
Oct 06, 2017;2093.86;2089.39;2103.05;2089.39;-;0.27%
Oct 05, 2017;2088.32;2076.78;2088.64;2071.19;-;0.54%
Oct 04, 2017;2077.09;2076.50;2080.05;2068.73;-;0.01%
Oct 03, 2017;2076.81;2076.53;2084.03;2072.83;-;0.05%
Oct 02, 2017;2075.72;2077.16;2083.43;2072.72;-;-0.07%
Sep 29, 2017;2077.19;2071.33;2077.28;2068.39;-;0.27%
Sep 28, 2017;2071.64;2080.73;2084.39;2068.54;-;-0.46%
Sep 27, 2017;2081.12;2072.27;2085.14;2065.79;-;0.48%
Sep 26, 2017;2071.13;2071.62;2086.65;2070.49;-;0.10%
Sep 25, 2017;2069.11;2050.52;2070.82;2046.01;-;0.85%
Sep 22, 2017;2051.63;2059.01;2059.01;2046.35;-;-0.42%
Sep 21, 2017;2060.24;2056.27;2066.41;2051.68;-;0.13%
Sep 20, 2017;2057.53;2048.86;2058.08;2044.23;-;0.42%
Sep 19, 2017;2048.99;2057.36;2059.16;2046.61;-;-0.49%
Sep 18, 2017;2059.08;2055.41;2062.75;2053.60;-;0.26%
Sep 15, 2017;2053.81;2051.47;2061.60;2041.28;-;0.08%
Sep 14, 2017;2052.25;2054.66;2055.93;2036.22;-;-0.09%
Sep 13, 2017;2054.19;2059.40;2072.96;2054.19;-;-0.22%
Sep 12, 2017;2058.80;2045.85;2059.96;2044.07;-;0.72%
Sep 11, 2017;2044.13;2038.78;2049.07;2032.92;-;0.56%
Sep 08, 2017;2032.75;2010.55;2037.48;2010.55;-;1.12%
Sep 07, 2017;2010.17;2017.52;2025.37;2010.17;-;-0.22%
Sep 06, 2017;2014.60;2001.97;2015.63;1992.68;-;0.53%
Sep 05, 2017;2004.02;2005.23;2014.03;1995.94;-;0.03%
Sep 04, 2017;2003.32;2005.08;2012.29;1999.84;-;-0.38%
Sep 01, 2017;2010.98;2021.93;2030.37;2008.49;-;-0.56%
Aug 31, 2017;2022.22;2006.07;2030.86;2001.66;-;0.66%
Aug 30, 2017;2008.88;1993.00;2009.29;1988.78;-;0.99%
Aug 29, 2017;1989.12;1986.10;1989.12;1967.11;-;0.10%
Aug 28, 2017;1987.15;1978.79;1987.23;1972.76;-;0.40%
Aug 25, 2017;1979.14;1973.44;1981.79;1973.39;-;0.29%
Aug 24, 2017;1973.50;1958.83;1973.50;1958.83;-;0.76%
Aug 23, 2017;1958.52;1947.77;1958.58;1944.30;-;0.57%
Aug 22, 2017;1947.40;1939.95;1948.28;1938.90;-;0.50%
Aug 21, 2017;1937.66;1932.25;1943.78;1932.25;-;0.36%
Aug 18, 2017;1930.71;1937.51;1937.51;1921.34;-;-0.56%
Aug 17, 2017;1941.52;1941.55;1947.95;1936.95;-;-0.07%
Aug 16, 2017;1942.88;1952.11;1957.62;1941.07;-;-0.38%
Aug 15, 2017;1950.28;1950.42;1952.60;1938.58;-;-0.08%
Aug 14, 2017;1951.75;1947.69;1960.38;1946.67;-;0.36%
Aug 11, 2017;1944.83;1953.56;1953.56;1933.69;-;-0.79%
Aug 10, 2017;1960.23;1977.15;1983.74;1959.05;-;-0.79%
Aug 09, 2017;1975.91;1985.31;1987.95;1973.08;-;-0.69%
Aug 08, 2017;1989.61;1970.30;1989.77;1969.75;-;0.98%
Aug 07, 2017;1970.37;1953.62;1970.96;1953.62;-;0.86%
Aug 04, 2017;1953.49;1962.46;1962.46;1950.57;-;-0.60%
Aug 03, 2017;1965.29;1965.56;1976.36;1961.38;-;-0.01%
Aug 02, 2017;1965.48;1940.95;1966.97;1940.77;-;1.31%
Aug 01, 2017;1940.14;1924.77;1948.62;1924.77;-;1.07%
Jul 31, 2017;1919.53;1917.34;1930.27;1904.56;-;0.15%
Jul 28, 2017;1916.75;1940.79;1940.79;1904.26;-;-1.46%
Jul 27, 2017;1945.12;1935.12;1945.12;1935.12;-;0.62%
Jul 26, 2017;1933.10;1928.13;1938.56;1923.90;-;0.49%
Jul 25, 2017;1923.73;1931.92;1936.25;1913.24;-;-0.42%
Jul 24, 2017;1931.75;1921.52;1934.25;1914.60;-;0.34%
Jul 21, 2017;1925.13;1946.19;1946.19;1921.00;-;-1.10%
Jul 20, 2017;1946.51;1952.10;1959.33;1941.38;-;-0.28%
Jul 19, 2017;1951.89;1929.67;1951.89;1925.70;-;0.21%
Jul 18, 2017;1947.71;1956.56;1966.86;1944.81;-;-0.58%
Jul 17, 2017;1959.11;1963.29;1972.49;1949.55;-;-0.08%
Jul 14, 2017;1960.69;1959.86;1967.60;1955.09;-;0.04%
Jul 13, 2017;1959.91;1951.66;1963.37;1946.61;-;0.28%
Jul 12, 2017;1954.39;1938.36;1957.02;1938.36;-;0.86%
Jul 11, 2017;1937.64;1927.34;1938.11;1919.19;-;0.62%
Jul 10, 2017;1925.74;1912.76;1928.10;1908.99;-;0.69%
Jul 07, 2017;1912.48;1906.72;1914.29;1897.87;-;-0.56%
Jul 06, 2017;1923.22;1920.59;1929.43;1911.96;-;0.10%
Jul 05, 2017;1921.38;1917.36;1924.53;1912.31;-;0.21%
Jul 04, 2017;1917.40;1902.64;1919.23;1899.17;-;0.78%
Jul 03, 2017;1902.59;1886.72;1902.59;1881.98;-;1.23%
Jun 30, 2017;1879.50;1879.16;1895.98;1877.57;-;-0.08%
Jun 29, 2017;1881.04;1896.12;1902.80;1877.13;-;-0.58%
Jun 28, 2017;1891.98;1877.04;1893.65;1864.88;-;0.69%
Jun 27, 2017;1878.94;1857.24;1884.41;1849.42;-;1.00%
Jun 26, 2017;1860.39;1870.33;1880.11;1857.03;-;-0.38%
Jun 23, 2017;1867.46;1859.63;1876.36;1850.22;-;0.40%
Jun 22, 2017;1860.05;1842.62;1863.42;1836.02;-;0.50%
Jun 21, 2017;1850.81;1858.24;1861.03;1844.06;-;-0.38%
Jun 20, 2017;1857.96;1850.38;1870.56;1846.70;-;0.44%
Jun 19, 2017;1849.78;1820.83;1851.70;1820.11;-;1.47%
Jun 16, 2017;1822.91;1818.87;1833.70;1811.45;-;0.28%
Jun 15, 2017;1817.82;1833.42;1833.42;1774.56;-;-1.12%
Jun 14, 2017;1838.32;1861.50;1862.30;1834.51;-;-1.23%
Jun 13, 2017;1861.27;1871.07;1871.29;1857.26;-;-1.17%
Jun 09, 2017;1883.34;1873.26;1888.92;1866.30;-;0.49%
Jun 08, 2017;1874.21;1869.49;1874.45;1851.63;-;0.31%
Jun 07, 2017;1868.42;1870.69;1889.45;1867.97;-;-0.09%
Jun 06, 2017;1870.04;1877.36;1882.94;1867.88;-;-0.41%
Jun 05, 2017;1877.69;1882.83;1894.50;1871.29;-;-0.22%
Jun 02, 2017;1881.87;1868.75;1881.97;1849.57;-;0.65%
Jun 01, 2017;1869.66;1900.89;1904.82;1862.60;-;-1.62%
May 31, 2017;1900.38;1934.03;1936.65;1893.39;-;-1.68%
May 30, 2017;1932.91;1938.06;1939.74;1927.28;-;-0.40%
May 29, 2017;1940.77;1934.66;1945.82;1931.45;-;0.34%
May 26, 2017;1934.25;1944.16;1945.03;1930.76;-;-0.67%
May 25, 2017;1947.26;1955.83;1960.95;1939.97;-;-0.24%
May 24, 2017;1951.98;1958.22;1965.95;1936.99;-;-0.42%
May 23, 2017;1960.16;1950.27;1966.19;1945.50;-;0.49%
May 22, 2017;1950.51;1966.66;1966.66;1941.78;-;-0.61%
May 19, 2017;1962.40;1969.73;1977.03;1954.32;-;-0.27%
May 18, 2017;1967.66;1989.05;1996.85;1961.20;-;-1.34%
May 17, 2017;1994.35;1989.02;1999.56;1982.97;-;0.07%
May 16, 2017;1992.94;2000.20;2002.25;1987.21;-;-0.51%
May 15, 2017;2003.12;1995.60;2008.11;1984.06;-;0.43%
May 12, 2017;1994.58;2003.92;2004.03;1983.83;-;-0.40%
May 11, 2017;2002.54;2028.26;2028.58;1991.81;-;-1.27%
May 10, 2017;2028.21;2012.84;2028.21;2005.40;-;1.29%
May 05, 2017;2002.41;1989.88;2002.41;1982.97;-;0.18%
May 04, 2017;1998.87;1994.16;2015.61;1989.44;-;0.26%
May 03, 2017;1993.66;2024.40;2027.65;1992.33;-;-1.64%
May 02, 2017;2026.85;2022.19;2044.24;2020.55;-;0.50%
Apr 28, 2017;2016.71;2021.74;2031.06;2011.02;-;0.25%
Apr 27, 2017;2011.67;2024.49;2024.49;2005.35;-;-0.75%
Apr 26, 2017;2026.92;2000.80;2031.08;1994.52;-;1.43%
Apr 25, 2017;1998.41;1983.23;2002.37;1969.04;-;0.95%
Apr 24, 2017;1979.57;1954.31;1979.76;1954.31;-;1.79%
Apr 21, 2017;1944.72;1932.82;1955.43;1932.82;-;0.65%
Apr 20, 2017;1932.17;1912.70;1932.25;1900.72;-;0.82%
Apr 19, 2017;1916.50;1920.19;1932.81;1911.35;-;-0.20%
Apr 18, 2017;1920.29;1944.28;1949.52;1914.44;-;-1.15%
Apr 17, 2017;1942.72;1917.13;1944.93;1902.48;-;1.38%
Apr 14, 2017;1916.29;1943.65;1943.65;1913.71;-;-1.46%
Apr 13, 2017;1944.70;1954.39;1954.81;1916.67;-;-0.16%
Apr 12, 2017;1947.88;1985.69;1986.56;1942.58;-;-1.52%
Apr 11, 2017;1977.95;1969.12;1994.26;1965.80;-;0.34%
Apr 10, 2017;1971.23;2017.75;2018.03;1965.58;-;-2.43%
Apr 07, 2017;2020.23;2046.78;2048.63;2010.92;-;-1.68%
Apr 06, 2017;2054.69;2052.05;2058.11;2043.42;-;-0.08%
Apr 05, 2017;2056.32;2028.71;2057.03;2028.12;-;1.51%
Apr 04, 2017;2025.69;2007.90;2028.01;2005.61;-;0.85%
Apr 03, 2017;2008.61;1998.55;2014.18;1992.67;-;0.64%
Mar 31, 2017;1995.90;2021.16;2022.24;1992.95;-;-1.28%
Mar 30, 2017;2021.88;2025.00;2026.94;2012.07;-;-0.09%
Mar 29, 2017;2023.71;2032.49;2037.58;2013.13;-;-0.43%
Mar 28, 2017;2032.54;2016.95;2032.54;2010.92;-;0.96%
Mar 27, 2017;2013.16;2034.10;2034.10;1997.92;-;-1.30%
Mar 24, 2017;2039.77;2047.78;2052.90;2036.30;-;-0.55%
Mar 23, 2017;2051.04;2065.37;2072.91;2040.18;-;-0.51%
Mar 22, 2017;2061.53;2042.65;2061.53;2030.55;-;0.66%
Mar 21, 2017;2048.07;2045.19;2067.40;2040.55;-;0.26%
Mar 20, 2017;2042.72;2038.99;2051.50;2024.85;-;0.28%
Mar 17, 2017;2036.96;2015.59;2045.85;2013.82;-;1.12%
Mar 16, 2017;2014.37;2001.82;2021.05;1998.24;-;1.09%
Mar 15, 2017;1992.59;2003.09;2018.39;1989.12;-;-0.43%
Mar 14, 2017;2001.25;2001.40;2018.42;1990.55;-;0.06%
Mar 13, 2017;2000.14;1972.66;2001.71;1968.61;-;1.33%
Mar 10, 2017;1973.96;1977.75;1989.06;1965.23;-;-0.01%
Mar 09, 2017;1974.24;2010.85;2020.04;1971.73;-;-2.50%
Mar 07, 2017;2024.84;2047.59;2048.98;2009.00;-;-1.10%
Mar 06, 2017;2047.42;2056.63;2071.69;2045.28;-;-0.46%
Mar 03, 2017;2056.89;2046.61;2056.89;2032.27;-;0.39%
Mar 02, 2017;2049.00;2062.61;2076.71;2044.25;-;-0.53%
Mar 01, 2017;2059.87;2034.28;2063.67;2030.49;-;1.18%
Feb 28, 2017;2035.77;2057.74;2057.77;2027.05;-;-1.01%
Feb 27, 2017;2056.46;2095.51;2097.20;2054.93;-;-1.75%
Feb 24, 2017;2093.09;2106.96;2106.96;2081.35;-;-0.63%
Feb 22, 2017;2106.30;2128.98;2130.80;2094.85;-;-1.01%
Feb 21, 2017;2127.72;2118.85;2135.97;2111.55;-;0.41%
Feb 20, 2017;2119.09;2132.47;2136.80;2113.03;-;-0.43%
Feb 17, 2017;2128.21;2148.58;2148.84;2125.45;-;-0.94%
Feb 16, 2017;2148.48;2138.70;2148.48;2127.04;-;0.53%
Feb 15, 2017;2137.08;2140.20;2156.36;2109.93;-;-0.21%
Feb 14, 2017;2141.50;2162.13;2162.13;2135.01;-;-0.92%
Feb 13, 2017;2161.49;2165.12;2174.73;2150.52;-;-0.03%
Feb 10, 2017;2162.19;2176.79;2182.18;2156.81;-;-0.54%
Feb 09, 2017;2173.98;2192.24;2196.08;2160.42;-;-0.71%
Feb 08, 2017;2189.61;2215.34;2217.37;2180.21;-;-1.31%
Feb 07, 2017;2218.77;2210.87;2218.77;2201.22;-;0.37%
Feb 06, 2017;2210.51;2228.85;2230.86;2202.20;-;-0.72%
Feb 03, 2017;2226.61;2219.49;2228.05;2213.22;-;0.41%
Feb 02, 2017;2217.56;2231.66;2236.80;2210.14;-;-0.63%
Feb 01, 2017;2231.68;2219.19;2231.68;2214.00;-;0.64%
Jan 31, 2017;2217.39;2233.66;2240.57;2215.79;-;-0.75%
Jan 30, 2017;2234.14;2263.63;2263.63;2231.40;-;-1.41%
Jan 27, 2017;2266.05;2226.87;2266.05;2219.67;-;1.65%
Jan 26, 2017;2229.20;2179.34;2230.77;2179.34;-;2.44%
Jan 25, 2017;2176.00;2175.40;2178.92;2163.55;-;0.06%
Jan 24, 2017;2174.59;2147.51;2174.59;2147.51;-;1.33%
Jan 23, 2017;2146.09;2160.13;2160.13;2136.35;-;-0.64%
Jan 20, 2017;2159.96;2162.71;2165.88;2147.19;-;-0.11%
Jan 19, 2017;2162.25;2171.45;2178.22;2151.43;-;-0.36%
Jan 18, 2017;2170.09;2180.64;2190.00;2165.32;-;-0.40%
Jan 17, 2017;2178.73;2189.95;2195.36;2167.88;-;-0.47%
Jan 16, 2017;2189.07;2195.67;2202.39;2180.78;-;-0.28%
Jan 13, 2017;2195.19;2214.24;2217.47;2173.39;-;-0.76%
Jan 12, 2017;2212.00;2224.02;2228.55;2205.55;-;-0.30%
Jan 11, 2017;2218.61;2233.62;2239.87;2211.16;-;-0.84%
Jan 10, 2017;2237.49;2209.53;2237.88;2205.87;-;1.19%
Jan 09, 2017;2211.25;2217.74;2227.88;2201.60;-;-0.12%
